TaxaID_orig,KS_TAXACODE,Rank_orig,NonTarget,OTU_MMI,OTU_MMI_genus,OTU_BCG,PHYLUM,CLASS,ORDER,FAMILY,GENUS,NumSamp_All,NumSites_All,Yr_Min,Yr_Max,NumSamp_SB,NumSamp_SP
ALLOCAPNIA VIVIPARA,0409,Species,FALSE,ALLOCAPNIA VIVIPARA,ALLOCAPNIA,ALLOCAPNIA VIVIPARA,ARTHROPODA,INSECTA,PLECOPTERA,CAPNIIDAE,ALLOCAPNIA,4,4,1980,1992,4,
ZEALEUCTRA CLAASSENI,0596,Species,FALSE,ZEALEUCTRA CLAASSENI,ZEALEUCTRA,ZEALEUCTRA CLAASSENI,ARTHROPODA,INSECTA,PLECOPTERA,LEUCTRIDAE,ZEALEUCTRA,2,2,1985,1986,2,
AMPHINEMURA VARSHAVA,0756,Species,FALSE,AMPHINEMURA VARSHAVA,AMPHINEMURA,AMPHINEMURA VARSHAVA,ARTHROPODA,INSECTA,PLECOPTERA,NEMOURIDAE,AMPHINEMURA,3,3,1984,2001,3,
PERLIDAE,0256,Family,FALSE,PERLIDAE,PERLIDAE,PERLIDAE,ARTHROPODA,INSECTA,PLECOPTERA,PERLIDAE,,57,42,1981,2017,40,17
ACRONEURIA,0145,Genus,FALSE,ACRONEURIA,ACRONEURIA,ACRONEURIA,ARTHROPODA,INSECTA,PLECOPTERA,PERLIDAE,ACRONEURIA,66,34,1980,2019,48,18
ACRONEURIA ABNORMIS,1074,Species,FALSE,ACRONEURIA ABNORMIS,ACRONEURIA,ACRONEURIA ABNORMIS,ARTHROPODA,INSECTA,PLECOPTERA,PERLIDAE,ACRONEURIA,33,15,1980,2015,31,2
ACRONEURIA EVOLUTA,1075,Species,FALSE,ACRONEURIA EVOLUTA,ACRONEURIA,ACRONEURIA EVOLUTA,ARTHROPODA,INSECTA,PLECOPTERA,PERLIDAE,ACRONEURIA,139,38,1984,2014,130,9
ACRONEURIA PERPLEXA,0447,Species,FALSE,ACRONEURIA PERPLEXA,ACRONEURIA,ACRONEURIA PERPLEXA,ARTHROPODA,INSECTA,PLECOPTERA,PERLIDAE,ACRONEURIA,2,2,1988,1995,2,
AGNETINA FLAVESCENS,1799,Species,FALSE,AGNETINA FLAVESCENS,AGNETINA,AGNETINA FLAVESCENS,ARTHROPODA,INSECTA,PLECOPTERA,PERLIDAE,AGNETINA,18,9,1990,2018,13,5
ATTANEURIA RURALIS,0146,Species,FALSE,ATTANEURIA RURALIS,ATTANEURIA,ATTANEURIA RURALIS,ARTHROPODA,INSECTA,PLECOPTERA,PERLIDAE,ATTANEURIA,104,20,1982,2016,101,3
NEOPERLA,0147,Genus,FALSE,NEOPERLA,NEOPERLA,NEOPERLA,ARTHROPODA,INSECTA,PLECOPTERA,PERLIDAE,NEOPERLA,748,176,1980,2019,629,119
NEOPERLA CLYMENE,0194,Species,FALSE,NEOPERLA CLYMENE,NEOPERLA,NEOPERLA CLYMENE,ARTHROPODA,INSECTA,PLECOPTERA,PERLIDAE,NEOPERLA,80,36,1982,2017,78,2
PARAGNETINA KANSENSIS,1077,Species,FALSE,PARAGNETINA KANSENSIS,PARAGNETINA,PARAGNETINA KANSENSIS,ARTHROPODA,INSECTA,PLECOPTERA,PERLIDAE,PARAGNETINA,66,20,1982,2019,61,5
PERLESTA,0407,Genus,FALSE,PERLESTA,PERLESTA,PERLESTA,ARTHROPODA,INSECTA,PLECOPTERA,PERLIDAE,PERLESTA,508,179,1980,2018,400,108
PERLINELLA,1051,Genus,FALSE,PERLINELLA,PERLINELLA,PERLINELLA,ARTHROPODA,INSECTA,PLECOPTERA,PERLIDAE,PERLINELLA,2,2,1992,2012,1,1
PERLINELLA DRYMO,1079,Species,FALSE,PERLINELLA DRYMO,PERLINELLA,PERLINELLA DRYMO,ARTHROPODA,INSECTA,PLECOPTERA,PERLIDAE,PERLINELLA,1,1,1985,1985,1,
PERLODIDAE,0257,Family,FALSE,PERLODIDAE,PERLODIDAE,PERLODIDAE,ARTHROPODA,INSECTA,PLECOPTERA,PERLODIDAE,,9,8,1985,2012,9,
HYDROPERLA,0555,Genus,FALSE,HYDROPERLA,HYDROPERLA,HYDROPERLA,ARTHROPODA,INSECTA,PLECOPTERA,PERLODIDAE,HYDROPERLA,31,20,1980,2013,29,2
HYDROPERLA CROSBYI,0583,Species,FALSE,HYDROPERLA CROSBYI,HYDROPERLA,HYDROPERLA CROSBYI,ARTHROPODA,INSECTA,PLECOPTERA,PERLODIDAE,HYDROPERLA,13,7,1988,2004,13,
HYDROPERLA FUGITANS,1082,Species,FALSE,HYDROPERLA FUGITANS,HYDROPERLA,HYDROPERLA FUGITANS,ARTHROPODA,INSECTA,PLECOPTERA,PERLODIDAE,HYDROPERLA,4,3,2002,2010,4,
ISOPERLA,0473,Genus,FALSE,ISOPERLA,ISOPERLA,ISOPERLA,ARTHROPODA,INSECTA,PLECOPTERA,PERLODIDAE,ISOPERLA,37,26,1980,2013,34,3
ISOPERLA BILINEATA,1083,Species,FALSE,ISOPERLA BILINEATA,ISOPERLA,ISOPERLA BILINEATA,ARTHROPODA,INSECTA,PLECOPTERA,PERLODIDAE,ISOPERLA,38,22,1980,2010,37,1
ISOPERLA MARLYNIA,1807,Species,FALSE,ISOPERLA MARLYNIA,ISOPERLA,ISOPERLA MARLYNIA,ARTHROPODA,INSECTA,PLECOPTERA,PERLODIDAE,ISOPERLA,1,1,1991,1991,1,
ISOPERLA MOHRI,0938,Species,FALSE,ISOPERLA MOHRI,ISOPERLA,ISOPERLA MOHRI,ARTHROPODA,INSECTA,PLECOPTERA,PERLODIDAE,ISOPERLA,6,4,1989,2004,6,
PTERONARCYS,0151,Genus,FALSE,PTERONARCYS,PTERONARCYS,PTERONARCYS,ARTHROPODA,INSECTA,PLECOPTERA,PTERONARCYIDAE,PTERONARCYS,14,9,1983,2017,6,8
PTERONARCYS PICTETII,1087,Species,FALSE,PTERONARCYS PICTETII,PTERONARCYS,PTERONARCYS PICTETII,ARTHROPODA,INSECTA,PLECOPTERA,PTERONARCYIDAE,PTERONARCYS,31,15,1987,2016,28,3
TAENIOPTERYGIDAE,0259,Family,FALSE,TAENIOPTERYGIDAE,TAENIOPTERYGIDAE,TAENIOPTERYGIDAE,ARTHROPODA,INSECTA,PLECOPTERA,TAENIOPTERYGIDAE,,2,2,1985,2005,2,
TAENIOPTERYX,0152,Genus,FALSE,TAENIOPTERYX,TAENIOPTERYX,TAENIOPTERYX,ARTHROPODA,INSECTA,PLECOPTERA,TAENIOPTERYGIDAE,TAENIOPTERYX,2,2,1985,2004,2,
TAENIOPTERYX BURKSI,0608,Species,FALSE,TAENIOPTERYX BURKSI,TAENIOPTERYX,TAENIOPTERYX BURKSI,ARTHROPODA,INSECTA,PLECOPTERA,TAENIOPTERYGIDAE,TAENIOPTERYX,36,24,1981,2005,36,
TRICHOPTERA,0480,Order,FALSE,TRICHOPTERA,TRICHOPTERA,TRICHOPTERA,ARTHROPODA,INSECTA,TRICHOPTERA,,,38,34,1980,2017,6,32
BRACHYCENTRUS,1394,Genus,FALSE,BRACHYCENTRUS,BRACHYCENTRUS,BRACHYCENTRUS,ARTHROPODA,INSECTA,TRICHOPTERA,BRACHYCENTRIDAE,BRACHYCENTRUS,18,12,1997,2019,13,5
BRACHYCENTRUS NUMEROSUS,1393,Species,FALSE,BRACHYCENTRUS NUMEROSUS,BRACHYCENTRUS,BRACHYCENTRUS NUMEROSUS,ARTHROPODA,INSECTA,TRICHOPTERA,BRACHYCENTRIDAE,BRACHYCENTRUS,22,6,1982,2016,22,
AGAPETUS,0112,Genus,FALSE,AGAPETUS,AGAPETUS,AGAPETUS,ARTHROPODA,INSECTA,TRICHOPTERA,GLOSSOSOMATIDAE,AGAPETUS,1,1,1995,1995,1,
HELICOPSYCHE,0444,Genus,FALSE,HELICOPSYCHE,HELICOPSYCHE,HELICOPSYCHE,ARTHROPODA,INSECTA,TRICHOPTERA,HELICOPSYCHIDAE,HELICOPSYCHE,177,89,1982,2019,106,71
HELICOPSYCHE BOREALIS,0445,Species,FALSE,HELICOPSYCHE BOREALIS,HELICOPSYCHE,HELICOPSYCHE BOREALIS,ARTHROPODA,INSECTA,TRICHOPTERA,HELICOPSYCHIDAE,HELICOPSYCHE,244,91,1983,2020,192,52
HELICOPSYCHE PIORA,1395,Species,FALSE,HELICOPSYCHE PIORA,HELICOPSYCHE,HELICOPSYCHE PIORA,ARTHROPODA,INSECTA,TRICHOPTERA,HELICOPSYCHIDAE,HELICOPSYCHE,141,58,1984,2019,106,35
HYDROPSYCHIDAE,0260,Family,FALSE,HYDROPSYCHIDAE,HYDROPSYCHIDAE,HYDROPSYCHIDAE,ARTHROPODA,INSECTA,TRICHOPTERA,HYDROPSYCHIDAE,,533,209,1980,2020,363,170
CERATOPSYCHE,1398,Genus,FALSE,CERATOPSYCHE,CERATOPSYCHE,CERATOPSYCHE,ARTHROPODA,INSECTA,TRICHOPTERA,HYDROPSYCHIDAE,CERATOPSYCHE,13,12,1986,2018,7,6
CERATOPSYCHE MOROSA,1099,Species,FALSE,CERATOPSYCHE MOROSA,CERATOPSYCHE,CERATOPSYCHE MOROSA,ARTHROPODA,INSECTA,TRICHOPTERA,HYDROPSYCHIDAE,CERATOPSYCHE,19,15,1989,2018,11,8
CHEUMATOPSYCHE,0153,Genus,FALSE,CHEUMATOPSYCHE,CHEUMATOPSYCHE,CHEUMATOPSYCHE,ARTHROPODA,INSECTA,TRICHOPTERA,HYDROPSYCHIDAE,CHEUMATOPSYCHE,2331,484,1980,2020,1895,436
HYDROPSYCHE,0158,Genus,FALSE,HYDROPSYCHE,HYDROPSYCHE,HYDROPSYCHE,ARTHROPODA,INSECTA,TRICHOPTERA,HYDROPSYCHIDAE,HYDROPSYCHE,128,87,1982,2019,83,45
HYDROPSYCHE ARINALE,0446,Species,FALSE,HYDROPSYCHE ARINALE,HYDROPSYCHE,HYDROPSYCHE ARINALE,ARTHROPODA,INSECTA,TRICHOPTERA,HYDROPSYCHIDAE,HYDROPSYCHE,214,67,1983,2019,187,27
HYDROPSYCHE BETTENI,0414,Species,FALSE,HYDROPSYCHE BETTENI,HYDROPSYCHE,HYDROPSYCHE BETTENI,ARTHROPODA,INSECTA,TRICHOPTERA,HYDROPSYCHIDAE,HYDROPSYCHE,162,68,1980,2020,131,31
HYDROPSYCHE BIDENS,0154,Species,FALSE,HYDROPSYCHE BIDENS,HYDROPSYCHE,HYDROPSYCHE BIDENS,ARTHROPODA,INSECTA,TRICHOPTERA,HYDROPSYCHIDAE,HYDROPSYCHE,692,102,1980,2019,647,45
HYDROPSYCHE BIDENS/ORRIS,0415,Species,FALSE,HYDROPSYCHE BIDENS/ORRIS,HYDROPSYCHE,HYDROPSYCHE BIDENS/ORRIS,ARTHROPODA,INSECTA,TRICHOPTERA,HYDROPSYCHIDAE,HYDROPSYCHE,1,1,2014,2014,1,
HYDROPSYCHE ORRIS,0155,Species,FALSE,HYDROPSYCHE ORRIS,HYDROPSYCHE,HYDROPSYCHE ORRIS,ARTHROPODA,INSECTA,TRICHOPTERA,HYDROPSYCHIDAE,HYDROPSYCHE,606,84,1980,2019,568,38
HYDROPSYCHE SCALARIS,0156,Species,FALSE,HYDROPSYCHE SCALARIS,HYDROPSYCHE,HYDROPSYCHE SCALARIS,ARTHROPODA,INSECTA,TRICHOPTERA,HYDROPSYCHIDAE,HYDROPSYCHE,202,44,1980,2016,201,1
HYDROPSYCHE SIMULANS,0157,Species,FALSE,HYDROPSYCHE SIMULANS,HYDROPSYCHE,HYDROPSYCHE SIMULANS,ARTHROPODA,INSECTA,TRICHOPTERA,HYDROPSYCHIDAE,HYDROPSYCHE,1797,256,1980,2020,1611,186
HYDROPSYCHE VALANIS,1397,Species,FALSE,HYDROPSYCHE VALANIS,HYDROPSYCHE,HYDROPSYCHE VALANIS,ARTHROPODA,INSECTA,TRICHOPTERA,HYDROPSYCHIDAE,HYDROPSYCHE,35,12,1984,2016,33,2
POTAMYIA FLAVA,0159,Species,FALSE,POTAMYIA FLAVA,POTAMYIA,POTAMYIA FLAVA,ARTHROPODA,INSECTA,TRICHOPTERA,HYDROPSYCHIDAE,POTAMYIA,1013,144,1980,2019,941,72
SMICRIDEA,1560,Genus,FALSE,SMICRIDEA,SMICRIDEA,SMICRIDEA,ARTHROPODA,INSECTA,TRICHOPTERA,HYDROPSYCHIDAE,SMICRIDEA,7,3,1987,2020,3,4
HYDROPTILIDAE,0426,Family,FALSE,HYDROPTILIDAE,HYDROPTILIDAE,HYDROPTILIDAE,ARTHROPODA,INSECTA,TRICHOPTERA,HYDROPTILIDAE,,154,88,1980,2020,134,20
HYDROPTILA,0178,Genus,FALSE,HYDROPTILA,HYDROPTILA,HYDROPTILA,ARTHROPODA,INSECTA,TRICHOPTERA,HYDROPTILIDAE,HYDROPTILA,121,68,1981,2019,108,13
ITHYTRICHIA,1375,Genus,FALSE,ITHYTRICHIA,ITHYTRICHIA,ITHYTRICHIA,ARTHROPODA,INSECTA,TRICHOPTERA,HYDROPTILIDAE,ITHYTRICHIA,7,6,1991,2016,5,2
ITHYTRICHIA CLAVATA,1108,Species,FALSE,ITHYTRICHIA CLAVATA,ITHYTRICHIA,ITHYTRICHIA CLAVATA,ARTHROPODA,INSECTA,TRICHOPTERA,HYDROPTILIDAE,ITHYTRICHIA,2,2,1982,1990,2,
MAYATRICHIA,1400,Genus,FALSE,MAYATRICHIA,MAYATRICHIA,MAYATRICHIA,ARTHROPODA,INSECTA,TRICHOPTERA,HYDROPTILIDAE,MAYATRICHIA,9,8,1995,2010,9,
MAYATRICHIA AYAMA,1109,Species,FALSE,MAYATRICHIA AYAMA,MAYATRICHIA,MAYATRICHIA AYAMA,ARTHROPODA,INSECTA,TRICHOPTERA,HYDROPTILIDAE,MAYATRICHIA,1,1,1995,1995,1,
NEOTRICHIA,0448,Genus,FALSE,NEOTRICHIA,NEOTRICHIA,NEOTRICHIA,ARTHROPODA,INSECTA,TRICHOPTERA,HYDROPTILIDAE,NEOTRICHIA,12,10,1991,2016,9,3
OCHROTRICHIA,0506,Genus,FALSE,OCHROTRICHIA,OCHROTRICHIA,OCHROTRICHIA,ARTHROPODA,INSECTA,TRICHOPTERA,HYDROPTILIDAE,OCHROTRICHIA,15,13,1985,2017,15,
LEPTOCERIDAE,0261,Family,FALSE,LEPTOCERIDAE,LEPTOCERIDAE,LEPTOCERIDAE,ARTHROPODA,INSECTA,TRICHOPTERA,LEPTOCERIDAE,,106,82,1980,2019,62,44
CERACLEA,0160,Genus,FALSE,CERACLEA,CERACLEA,CERACLEA,ARTHROPODA,INSECTA,TRICHOPTERA,LEPTOCERIDAE,CERACLEA,127,65,1980,2020,106,21
CERACLEA ANCYLUS,1404,Species,FALSE,CERACLEA ANCYLUS,CERACLEA,CERACLEA ANCYLUS,ARTHROPODA,INSECTA,TRICHOPTERA,LEPTOCERIDAE,CERACLEA,18,13,1984,2010,17,1
CERACLEA FLAVA,1406,Species,FALSE,CERACLEA FLAVA,CERACLEA,CERACLEA FLAVA,ARTHROPODA,INSECTA,TRICHOPTERA,LEPTOCERIDAE,CERACLEA,13,10,1991,2009,10,3
CERACLEA MACULATA,1407,Species,FALSE,CERACLEA MACULATA,CERACLEA,CERACLEA MACULATA,ARTHROPODA,INSECTA,TRICHOPTERA,LEPTOCERIDAE,CERACLEA,25,19,1985,2019,21,4
CERACLEA NEFFI,1409,Species,FALSE,CERACLEA NEFFI,CERACLEA,CERACLEA NEFFI,ARTHROPODA,INSECTA,TRICHOPTERA,LEPTOCERIDAE,CERACLEA,35,20,1986,2015,35,
CERACLEA NEPHA,0635,Species,FALSE,CERACLEA NEPHA,CERACLEA,CERACLEA NEPHA,ARTHROPODA,INSECTA,TRICHOPTERA,LEPTOCERIDAE,CERACLEA,1,1,1986,1986,1,
CERACLEA SPONGILLOVORAX,0636,Species,FALSE,CERACLEA SPONGILLOVORAX,CERACLEA,CERACLEA SPONGILLOVORAX,ARTHROPODA,INSECTA,TRICHOPTERA,LEPTOCERIDAE,CERACLEA,57,40,1982,2018,56,1
CERACLEA TRANSVERSA,1412,Species,FALSE,CERACLEA TRANSVERSA,CERACLEA,CERACLEA TRANSVERSA,ARTHROPODA,INSECTA,TRICHOPTERA,LEPTOCERIDAE,CERACLEA,4,4,1983,2017,4,
NECTOPSYCHE,0161,Genus,FALSE,NECTOPSYCHE,NECTOPSYCHE,NECTOPSYCHE,ARTHROPODA,INSECTA,TRICHOPTERA,LEPTOCERIDAE,NECTOPSYCHE,157,91,1980,2020,110,47
NECTOPSYCHE CANDIDA,0421,Species,FALSE,NECTOPSYCHE CANDIDA,NECTOPSYCHE,NECTOPSYCHE CANDIDA,ARTHROPODA,INSECTA,TRICHOPTERA,LEPTOCERIDAE,NECTOPSYCHE,1070,172,1980,2020,988,82
NECTOPSYCHE DIARINA,0420,Species,FALSE,NECTOPSYCHE DIARINA,NECTOPSYCHE,NECTOPSYCHE DIARINA,ARTHROPODA,INSECTA,TRICHOPTERA,LEPTOCERIDAE,NECTOPSYCHE,227,76,1980,2020,159,68
NECTOPSYCHE EXQUISITA,1415,Species,FALSE,NECTOPSYCHE EXQUISITA,NECTOPSYCHE,NECTOPSYCHE EXQUISITA,ARTHROPODA,INSECTA,TRICHOPTERA,LEPTOCERIDAE,NECTOPSYCHE,10,5,1983,2017,9,1
OECETIS,0553,Genus,FALSE,OECETIS,OECETIS,OECETIS,ARTHROPODA,INSECTA,TRICHOPTERA,LEPTOCERIDAE,OECETIS,176,82,1980,2020,143,33
TRIAENODES,0416,Genus,FALSE,TRIAENODES,TRIAENODES,TRIAENODES,ARTHROPODA,INSECTA,TRICHOPTERA,LEPTOCERIDAE,TRIAENODES,25,15,1983,2014,22,3
LIMNEPHILIDAE,0262,Family,FALSE,LIMNEPHILIDAE,LIMNEPHILIDAE,LIMNEPHILIDAE,ARTHROPODA,INSECTA,TRICHOPTERA,LIMNEPHILIDAE,,8,7,1990,2013,7,1
IRONOQUIA,0535,Genus,FALSE,IRONOQUIA,IRONOQUIA,IRONOQUIA,ARTHROPODA,INSECTA,TRICHOPTERA,LIMNEPHILIDAE,IRONOQUIA,16,12,1985,2014,13,3
IRONOQUIA PUNCTATISSIMA,1121,Species,FALSE,IRONOQUIA PUNCTATISSIMA,IRONOQUIA,IRONOQUIA PUNCTATISSIMA,ARTHROPODA,INSECTA,TRICHOPTERA,LIMNEPHILIDAE,IRONOQUIA,1,1,1993,1993,1,
LIMNEPHILUS,1423,Genus,FALSE,LIMNEPHILUS,LIMNEPHILUS,LIMNEPHILUS,ARTHROPODA,INSECTA,TRICHOPTERA,LIMNEPHILIDAE,LIMNEPHILUS,4,4,1991,2018,3,1
PYCNOPSYCHE,1212,Genus,FALSE,PYCNOPSYCHE,PYCNOPSYCHE,PYCNOPSYCHE,ARTHROPODA,INSECTA,TRICHOPTERA,LIMNEPHILIDAE,PYCNOPSYCHE,111,70,1982,2020,79,32
PHILOPOTAMIDAE,0122,Family,FALSE,PHILOPOTAMIDAE,PHILOPOTAMIDAE,PHILOPOTAMIDAE,ARTHROPODA,INSECTA,TRICHOPTERA,PHILOPOTAMIDAE,,7,7,2008,2017,1,6
CHIMARRA,0162,Genus,FALSE,CHIMARRA,CHIMARRA,CHIMARRA,ARTHROPODA,INSECTA,TRICHOPTERA,PHILOPOTAMIDAE,CHIMARRA,34,28,1980,2017,2,32
CHIMARRA FERIA,1125,Species,FALSE,CHIMARRA FERIA,CHIMARRA,CHIMARRA FERIA,ARTHROPODA,INSECTA,TRICHOPTERA,PHILOPOTAMIDAE,CHIMARRA,20,9,1990,2019,18,2
CHIMARRA OBSCURA,0422,Species,FALSE,CHIMARRA OBSCURA,CHIMARRA,CHIMARRA OBSCURA,ARTHROPODA,INSECTA,TRICHOPTERA,PHILOPOTAMIDAE,CHIMARRA,387,112,1980,2020,318,69
PTILOSTOMIS,0755,Genus,FALSE,PTILOSTOMIS,PTILOSTOMIS,PTILOSTOMIS,ARTHROPODA,INSECTA,TRICHOPTERA,PHRYGANEIDAE,PTILOSTOMIS,2,2,1994,1995,2,
POLYCENTROPODIDAE,0209,Family,FALSE,POLYCENTROPODIDAE,POLYCENTROPODIDAE,POLYCENTROPODIDAE,ARTHROPODA,INSECTA,TRICHOPTERA,POLYCENTROPODIDAE,,33,30,2006,2020,19,14
CYRNELLUS FRATERNUS,0425,Species,FALSE,CYRNELLUS FRATERNUS,CYRNELLUS,CYRNELLUS FRATERNUS,ARTHROPODA,INSECTA,TRICHOPTERA,POLYCENTROPODIDAE,CYRNELLUS,132,74,1986,2019,110,22
NEURECLIPSIS,0163,Genus,FALSE,NEURECLIPSIS,NEURECLIPSIS,NEURECLIPSIS,ARTHROPODA,INSECTA,TRICHOPTERA,POLYCENTROPODIDAE,NEURECLIPSIS,12,12,1980,2017,4,8
NEURECLIPSIS CREPUSCULARIS,0685,Species,FALSE,NEURECLIPSIS CREPUSCULARIS,NEURECLIPSIS,NEURECLIPSIS CREPUSCULARIS,ARTHROPODA,INSECTA,TRICHOPTERA,POLYCENTROPODIDAE,NEURECLIPSIS,263,76,1980,2018,239,24
NYCTIOPHYLAX,0164,Genus,FALSE,NYCTIOPHYLAX,NYCTIOPHYLAX,NYCTIOPHYLAX,ARTHROPODA,INSECTA,TRICHOPTERA,POLYCENTROPODIDAE,NYCTIOPHYLAX,18,18,1996,2019,5,13
NYCTIOPHYLAX AFFINIS,0423,Species,FALSE,NYCTIOPHYLAX AFFINIS,NYCTIOPHYLAX,NYCTIOPHYLAX AFFINIS,ARTHROPODA,INSECTA,TRICHOPTERA,POLYCENTROPODIDAE,NYCTIOPHYLAX,7,7,1985,2017,7,
POLYCENTROPUS,0165,Genus,FALSE,POLYCENTROPUS,POLYCENTROPUS,POLYCENTROPUS,ARTHROPODA,INSECTA,TRICHOPTERA,POLYCENTROPODIDAE,POLYCENTROPUS,51,34,1987,2020,24,27
RHYACOPHILA,0180,Genus,FALSE,RHYACOPHILA,RHYACOPHILA,RHYACOPHILA,ARTHROPODA,INSECTA,TRICHOPTERA,RHYACOPHILIDAE,RHYACOPHILA,7,6,1980,1983,7,
RHYACOPHILA LOBIFERA,0607,Species,FALSE,RHYACOPHILA LOBIFERA,RHYACOPHILA,RHYACOPHILA LOBIFERA,ARTHROPODA,INSECTA,TRICHOPTERA,RHYACOPHILIDAE,RHYACOPHILA,5,3,1985,2001,5,
AMPHIPODA,0489,Order,FALSE,AMPHIPODA,AMPHIPODA,AMPHIPODA,ARTHROPODA,MALACOSTRACA,AMPHIPODA,,,2,2,1986,2008,1,1
CRANGONYCTIDAE,0067,Family,FALSE,CRANGONYCTIDAE,CRANGONYCTIDAE,CRANGONYCTIDAE,ARTHROPODA,MALACOSTRACA,AMPHIPODA,CRANGONYCTIDAE,,1,1,2017,2017,,1
BACTRURUS,1315,Genus,FALSE,BACTRURUS,BACTRURUS,BACTRURUS,ARTHROPODA,MALACOSTRACA,AMPHIPODA,CRANGONYCTIDAE,BACTRURUS,5,4,1983,1996,5,
CRANGONYX,0265,Genus,FALSE,CRANGONYX,CRANGONYX,CRANGONYX,ARTHROPODA,MALACOSTRACA,AMPHIPODA,CRANGONYCTIDAE,CRANGONYX,9,9,1987,2019,8,1
GAMMARIDAE,0266,Family,FALSE,GAMMARIDAE,GAMMARIDAE,GAMMARIDAE,ARTHROPODA,MALACOSTRACA,AMPHIPODA,GAMMARIDAE,,5,5,1985,2017,5,
GAMMARUS,0542,Genus,FALSE,GAMMARUS,GAMMARUS,GAMMARUS,ARTHROPODA,MALACOSTRACA,AMPHIPODA,GAMMARIDAE,GAMMARUS,82,28,1980,2019,82,
HYALELLA AZTECA,0166,Species,FALSE,HYALELLA AZTECA,HYALELLA,HYALELLA AZTECA,ARTHROPODA,MALACOSTRACA,AMPHIPODA,HYALELLIDAE,HYALELLA,1529,523,1980,2020,1062,467
CAMBARIDAE,0267,Family,FALSE,CAMBARIDAE,CAMBARIDAE,CAMBARIDAE,ARTHROPODA,MALACOSTRACA,DECAPODA,CAMBARIDAE,,212,139,1980,2018,140,72
CAMBARUS DIOGENES,0086,Species,FALSE,CAMBARUS DIOGENES,CAMBARUS,CAMBARUS DIOGENES,ARTHROPODA,MALACOSTRACA,DECAPODA,CAMBARIDAE,CAMBARUS,1,1,2004,2004,1,
ORCONECTES,0430,Genus,FALSE,ORCONECTES,ORCONECTES,ORCONECTES,ARTHROPODA,MALACOSTRACA,DECAPODA,CAMBARIDAE,ORCONECTES,1425,450,1980,2019,1044,381
ORCONECTES IMMUNIS,0609,Species,FALSE,ORCONECTES IMMUNIS,ORCONECTES,ORCONECTES IMMUNIS,ARTHROPODA,MALACOSTRACA,DECAPODA,CAMBARIDAE,ORCONECTES,23,21,1994,2016,22,1
ORCONECTES LUTEUS,1574,Species,FALSE,ORCONECTES LUTEUS,ORCONECTES,ORCONECTES LUTEUS,ARTHROPODA,MALACOSTRACA,DECAPODA,CAMBARIDAE,ORCONECTES,47,16,2002,2019,41,6
ORCONECTES MACRUS,1576,Species,FALSE,ORCONECTES MACRUS,ORCONECTES,ORCONECTES MACRUS,ARTHROPODA,MALACOSTRACA,DECAPODA,CAMBARIDAE,ORCONECTES,3,3,2003,2005,3,
ORCONECTES NEGLECTUS,0494,Species,FALSE,ORCONECTES NEGLECTUS,ORCONECTES,ORCONECTES NEGLECTUS,ARTHROPODA,MALACOSTRACA,DECAPODA,CAMBARIDAE,ORCONECTES,96,39,2002,2018,76,20
ORCONECTES VIRILIS,0611,Species,FALSE,ORCONECTES VIRILIS,ORCONECTES,ORCONECTES VIRILIS,ARTHROPODA,MALACOSTRACA,DECAPODA,CAMBARIDAE,ORCONECTES,389,217,1992,2020,222,167
PROCAMBARUS GRACILIS,0364,Species,FALSE,PROCAMBARUS GRACILIS,PROCAMBARUS,PROCAMBARUS GRACILIS,ARTHROPODA,MALACOSTRACA,DECAPODA,CAMBARIDAE,PROCAMBARUS,3,3,2011,2019,1,2
PROCAMBARUS SIMULANS,0352,Species,FALSE,PROCAMBARUS SIMULANS,PROCAMBARUS,PROCAMBARUS SIMULANS,ARTHROPODA,MALACOSTRACA,DECAPODA,CAMBARIDAE,PROCAMBARUS,3,3,2009,2016,,3
PALAEMONETES KADIAKENSIS,0698,Species,FALSE,PALAEMONETES KADIAKENSIS,PALAEMONETES,PALAEMONETES KADIAKENSIS,ARTHROPODA,MALACOSTRACA,DECAPODA,PALAEMONIDAE,PALAEMONETES,207,66,1981,2019,161,46
ASELLIDAE,0329,Family,FALSE,ASELLIDAE,ASELLIDAE,ASELLIDAE,ARTHROPODA,MALACOSTRACA,ISOPODA,ASELLIDAE,,10,9,2006,2019,1,9
ASELLUS,0167,Genus,FALSE,ASELLUS,ASELLUS,ASELLUS,ARTHROPODA,MALACOSTRACA,ISOPODA,ASELLIDAE,ASELLUS,42,21,1980,2014,42,
CAECIDOTEA,0349,Genus,FALSE,CAECIDOTEA,CAECIDOTEA,CAECIDOTEA,ARTHROPODA,MALACOSTRACA,ISOPODA,ASELLIDAE,CAECIDOTEA,4,4,2010,2016,3,1
LIRCEUS,0168,Genus,FALSE,LIRCEUS,LIRCEUS,LIRCEUS,ARTHROPODA,MALACOSTRACA,ISOPODA,ASELLIDAE,LIRCEUS,50,25,1980,2015,44,6
ARGULUS,0220,Genus,TRUE,DNI,DNI,DNI,ARTHROPODA,MAXILLOPODA,ARGULOIDA,ARGULIDAE,ARGULUS,2,2,2006,2011,1,1
METACOPINA,0243,Genus,TRUE,DNI,DNI,DNI,ARTHROPODA,OSTRACODA,METACOPINA,,METACOPINA,4,3,2006,2017,,4
