TaxaID_orig,KS_TAXACODE,Rank_orig,NonTarget,OTU_MMI,OTU_MMI_genus,OTU_BCG,PHYLUM,CLASS,ORDER,FAMILY,GENUS,NumSamp_All,NumSites_All,Yr_Min,Yr_Max,NumSamp_SB,NumSamp_SP
HIRUDINEA,0487,Class,FALSE,HIRUDINEA,HIRUDINEA,HIRUDINEA,ANNELIDA,HIRUDINEA,,,,25,23,1980,2018,19,6
ERPOBDELLIDAE,0276,Family,FALSE,ERPOBDELLIDAE,ERPOBDELLIDAE,ERPOBDELLIDAE,ANNELIDA,HIRUDINEA,ARHYNCHOBDELLID,ERPOBDELLIDAE,,796,325,1980,2019,554,242
ERPOBDELLA,0427,Genus,FALSE,ERPOBDELLA,ERPOBDELLIDAE,ERPOBDELLA,ANNELIDA,HIRUDINEA,ARHYNCHOBDELLID,ERPOBDELLIDAE,ERPOBDELLA,164,83,2008,2019,132,32
ERPOBDELLA PUNCTATA,0402,Species,FALSE,ERPOBDELLA PUNCTATA,ERPOBDELLIDAE,ERPOBDELLA PUNCTATA,ANNELIDA,HIRUDINEA,ARHYNCHOBDELLID,ERPOBDELLIDAE,ERPOBDELLA,15,4,2011,2018,15,
MOOREOBDELLA,0092,Genus,FALSE,MOOREOBDELLA,ERPOBDELLIDAE,MOOREOBDELLA,ANNELIDA,HIRUDINEA,ARHYNCHOBDELLID,ERPOBDELLIDAE,MOOREOBDELLA,2,2,1983,1983,2,
HAEMOPIS,0912,Genus,FALSE,HAEMOPIS,HAEMOPIDAE,HAEMOPIS,ANNELIDA,HIRUDINEA,ARHYNCHOBDELLID,HAEMOPIDAE,HAEMOPIS,3,3,1992,2016,3,
MACROBDELLA DECORA,0350,Species,FALSE,MACROBDELLA DECORA,HIRUDINIDAE,MACROBDELLA DECORA,ANNELIDA,HIRUDINEA,ARHYNCHOBDELLID,HIRUDINIDAE,MACROBDELLA,1,1,2009,2009,,1
GLOSSIPHONIIDAE,0275,Family,FALSE,GLOSSIPHONIIDAE,GLOSSIPHONIIDAE,GLOSSIPHONIIDAE,ANNELIDA,HIRUDINEA,RHYNCHOBDELLIDA,GLOSSIPHONIIDAE,,532,330,1980,2020,290,242
HELOBDELLA,0934,Genus,FALSE,HELOBDELLA,GLOSSIPHONIIDAE,HELOBDELLA,ANNELIDA,HIRUDINEA,RHYNCHOBDELLIDA,GLOSSIPHONIIDAE,HELOBDELLA,4,4,1983,2016,1,3
HELOBDELLA FUSCA,0933,Species,FALSE,HELOBDELLA FUSCA,GLOSSIPHONIIDAE,HELOBDELLA FUSCA,ANNELIDA,HIRUDINEA,RHYNCHOBDELLIDA,GLOSSIPHONIIDAE,HELOBDELLA,1,1,2014,2014,1,
PLACOBDELLA,0466,Genus,FALSE,PLACOBDELLA,GLOSSIPHONIIDAE,PLACOBDELLA,ANNELIDA,HIRUDINEA,RHYNCHOBDELLIDA,GLOSSIPHONIIDAE,PLACOBDELLA,98,74,2007,2020,66,32
PLACOBDELLA PARASITICA,0465,Species,FALSE,PLACOBDELLA PARASITICA,GLOSSIPHONIIDAE,PLACOBDELLA PARASITICA,ANNELIDA,HIRUDINEA,RHYNCHOBDELLIDA,GLOSSIPHONIIDAE,PLACOBDELLA,7,7,1995,2011,1,6
PISCICOLIDAE,1563,Family,FALSE,PISCICOLIDAE,PISCICOLIDAE,PISCICOLIDAE,ANNELIDA,HIRUDINEA,RHYNCHOBDELLIDA,PISCICOLIDAE,,1,1,1991,1991,1,
CALLIOBDELLA VIVIDA,1470,Species,FALSE,CALLIOBDELLA VIVIDA,PISCICOLIDAE,CALLIOBDELLA VIVIDA,ANNELIDA,HIRUDINEA,RHYNCHOBDELLIDA,PISCICOLIDAE,CALLIOBDELLA,1,1,1990,1990,1,
OLIGOCHAETA,0278,Class,FALSE,OLIGOCHAETA,OLIGOCHAETA,OLIGOCHAETA,ANNELIDA,OLIGOCHAETA,,,,1444,321,1980,2020,1252,192
BRANCHIOBDELLIDAE,0450,Family,TRUE,DNI,DNI,DNI,ANNELIDA,OLIGOCHAETA,BRANCHIOBDELLID,BRANCHIOBDELLIDAE,,49,46,2006,2020,8,41
CAMBARINCOLA,1473,Genus,FALSE,CAMBARINCOLA,OLIGOCHAETA,CAMBARINCOLA,ANNELIDA,OLIGOCHAETA,BRANCHIOBDELLID,BRANCHIOBDELLIDAE,CAMBARINCOLA,98,64,1984,2019,68,30
ENCHYTRAEIDAE,0393,Family,FALSE,ENCHYTRAEIDAE,OLIGOCHAETA,ENCHYTRAEIDAE,ANNELIDA,OLIGOCHAETA,ENCHYTRAEIDA,ENCHYTRAEIDAE,,2,2,2015,2015,2,
LUMBRICULIDAE,0169,Family,FALSE,LUMBRICULIDAE,OLIGOCHAETA,LUMBRICULIDAE,ANNELIDA,OLIGOCHAETA,LUMBRICULIDA,LUMBRICULIDAE,,32,28,2008,2020,18,14
TUBIFICIDA,0379,Order,FALSE,TUBIFICIDA,OLIGOCHAETA,TUBIFICIDA,ANNELIDA,OLIGOCHAETA,TUBIFICIDA,,,25,23,2013,2014,,25
NAIDIDAE,0493,Family,FALSE,NAIDIDAE,OLIGOCHAETA,NAIDIDAE,ANNELIDA,OLIGOCHAETA,TUBIFICIDA,NAIDIDAE,,148,107,1984,2020,80,68
AULODRILUS PLURISETA,0390,Species,FALSE,AULODRILUS PLURISETA,OLIGOCHAETA,AULODRILUS PLURISETA,ANNELIDA,OLIGOCHAETA,TUBIFICIDA,NAIDIDAE,AULODRILUS,1,1,2015,2015,1,
BRANCHIURA SOWERBYI,0274,Species,FALSE,BRANCHIURA SOWERBYI,OLIGOCHAETA,BRANCHIURA SOWERBYI,ANNELIDA,OLIGOCHAETA,TUBIFICIDA,NAIDIDAE,BRANCHIURA,204,75,2008,2020,184,20
BRATISLAVIA,0410,Genus,FALSE,BRATISLAVIA,OLIGOCHAETA,BRATISLAVIA,ANNELIDA,OLIGOCHAETA,TUBIFICIDA,NAIDIDAE,BRATISLAVIA,1,1,2015,2015,1,
DERO,0391,Genus,FALSE,DERO,OLIGOCHAETA,DERO,ANNELIDA,OLIGOCHAETA,TUBIFICIDA,NAIDIDAE,DERO,2,2,2015,2015,2,
LIMNODRILUS,0254,Genus,FALSE,LIMNODRILUS,OLIGOCHAETA,LIMNODRILUS,ANNELIDA,OLIGOCHAETA,TUBIFICIDA,NAIDIDAE,LIMNODRILUS,10,8,2008,2020,4,6
LIMNODRILUS HOFFMEISTERI,0397,Species,FALSE,LIMNODRILUS HOFFMEISTERI,OLIGOCHAETA,LIMNODRILUS HOFFMEISTERI,ANNELIDA,OLIGOCHAETA,TUBIFICIDA,NAIDIDAE,LIMNODRILUS,4,4,2015,2017,4,
NAIS,0383,Genus,FALSE,NAIS,OLIGOCHAETA,NAIS,ANNELIDA,OLIGOCHAETA,TUBIFICIDA,NAIDIDAE,NAIS,5,5,2015,2017,5,
NAIS PSEUDOBTUSA,0389,Species,FALSE,NAIS PSEUDOBTUSA,OLIGOCHAETA,NAIS PSEUDOBTUSA,ANNELIDA,OLIGOCHAETA,TUBIFICIDA,NAIDIDAE,NAIS,1,1,2015,2015,1,
NAIS VARIABILIS,0411,Species,FALSE,NAIS VARIABILIS,OLIGOCHAETA,NAIS VARIABILIS,ANNELIDA,OLIGOCHAETA,TUBIFICIDA,NAIDIDAE,NAIS,1,1,2015,2015,1,
OPHIDONAIS SERPENTINA,0394,Species,FALSE,OPHIDONAIS SERPENTINA,OLIGOCHAETA,OPHIDONAIS SERPENTINA,ANNELIDA,OLIGOCHAETA,TUBIFICIDA,NAIDIDAE,OPHIDONAIS,2,2,2015,2015,2,
PARANAIS,0412,Genus,FALSE,PARANAIS,OLIGOCHAETA,PARANAIS,ANNELIDA,OLIGOCHAETA,TUBIFICIDA,NAIDIDAE,PARANAIS,2,2,2015,2015,2,
PRISTINA,0404,Genus,FALSE,PRISTINA,OLIGOCHAETA,PRISTINA,ANNELIDA,OLIGOCHAETA,TUBIFICIDA,NAIDIDAE,PRISTINA,2,2,2015,2015,2,
SPIROSPERMA FEROX,0398,Species,FALSE,SPIROSPERMA FEROX,OLIGOCHAETA,SPIROSPERMA FEROX,ANNELIDA,OLIGOCHAETA,TUBIFICIDA,NAIDIDAE,SPIROSPERMA,3,3,2015,2015,2,1
STYLARIA LACUSTRIS,0492,Species,FALSE,STYLARIA LACUSTRIS,OLIGOCHAETA,STYLARIA LACUSTRIS,ANNELIDA,OLIGOCHAETA,TUBIFICIDA,NAIDIDAE,STYLARIA,4,4,2009,2016,3,1
ARACHNIDA,1800,Class,TRUE,DNI,DNI,DNI,ARTHROPODA,ARACHNIDA,,,,22,22,2009,2017,,22
COLEOPTERA,0482,Order,FALSE,COLEOPTERA,COLEOPTERA,COLEOPTERA,ARTHROPODA,INSECTA,COLEOPTERA,,,29,27,1981,2018,9,20
CARABIDAE,0449,Family,FALSE,CARABIDAE,CARABIDAE,CARABIDAE,ARTHROPODA,INSECTA,COLEOPTERA,CARABIDAE,,25,25,1980,2019,8,17
CHRYSOMELIDAE,0413,Family,FALSE,CHRYSOMELIDAE,CHRYSOMELIDAE,CHRYSOMELIDAE,ARTHROPODA,INSECTA,COLEOPTERA,CHRYSOMELIDAE,,2,2,2015,2015,2,
GALERUCELLA,0295,Genus,FALSE,GALERUCELLA,CHRYSOMELIDAE,GALERUCELLA,ARTHROPODA,INSECTA,COLEOPTERA,CHRYSOMELIDAE,GALERUCELLA,1,1,1980,1980,1,
CURCULIONIDAE,0200,Family,FALSE,CURCULIONIDAE,CURCULIONIDAE,CURCULIONIDAE,ARTHROPODA,INSECTA,COLEOPTERA,CURCULIONIDAE,,59,55,1981,2019,33,26
HELICHUS,0001,Genus,FALSE,HELICHUS,HELICHUS,HELICHUS,ARTHROPODA,INSECTA,COLEOPTERA,DRYOPIDAE,HELICHUS,640,210,1980,2017,492,148
HELICHUS BASALIS,0569,Species,FALSE,HELICHUS BASALIS,HELICHUS,HELICHUS BASALIS,ARTHROPODA,INSECTA,COLEOPTERA,DRYOPIDAE,HELICHUS,78,59,1980,2020,49,29
HELICHUS FASTIGIATUS,0821,Species,FALSE,HELICHUS FASTIGIATUS,HELICHUS,HELICHUS FASTIGIATUS,ARTHROPODA,INSECTA,COLEOPTERA,DRYOPIDAE,HELICHUS,4,4,1993,2014,4,
HELICHUS LITHOPHILUS,0300,Species,FALSE,HELICHUS LITHOPHILUS,HELICHUS,HELICHUS LITHOPHILUS,ARTHROPODA,INSECTA,COLEOPTERA,DRYOPIDAE,HELICHUS,154,75,1980,2020,111,43
HELICHUS SUTURALIS,0339,Species,FALSE,HELICHUS SUTURALIS,HELICHUS,HELICHUS SUTURALIS,ARTHROPODA,INSECTA,COLEOPTERA,DRYOPIDAE,HELICHUS,181,76,2007,2020,144,37
PELONOMUS OBSCURUS,0701,Species,FALSE,PELONOMUS OBSCURUS,PELONOMUS,PELONOMUS OBSCURUS,ARTHROPODA,INSECTA,COLEOPTERA,DRYOPIDAE,PELONOMUS,1,1,1981,1981,1,
LIODESSUS FLAVICOLLIS,0384,Species,FALSE,LIODESSUS FLAVICOLLIS,LIODESSUS,LIODESSUS FLAVICOLLIS,ARTHROPODA,INSECTA,COLEOPTERA,DYTISCIDAE,LIODESSUS,1,1,2015,2015,1,
DYTISCIDAE,0097,Family,FALSE,DYTISCIDAE,DYTISCIDAE,DYTISCIDAE,ARTHROPODA,INSECTA,COLEOPTERA,DYTISCIDAE,,119,96,2005,2019,31,88
ACILIUS,0345,Genus,FALSE,ACILIUS,ACILIUS,ACILIUS,ARTHROPODA,INSECTA,COLEOPTERA,DYTISCIDAE,ACILIUS,9,9,2008,2017,1,8
AGABUS,0002,Genus,FALSE,AGABUS,AGABUS,AGABUS,ARTHROPODA,INSECTA,COLEOPTERA,DYTISCIDAE,AGABUS,228,131,1980,2019,163,65
AGABUS DISINTEGRATUS,0825,Species,FALSE,AGABUS DISINTEGRATUS,AGABUS,AGABUS DISINTEGRATUS,ARTHROPODA,INSECTA,COLEOPTERA,DYTISCIDAE,AGABUS,5,4,1982,2013,3,2
CELINA HUBBELLI,0184,Species,FALSE,CELINA HUBBELLI,CELINA,CELINA HUBBELLI,ARTHROPODA,INSECTA,COLEOPTERA,DYTISCIDAE,CELINA,2,2,2006,2018,2,
COPELATUS,0003,Genus,FALSE,COPELATUS,COPELATUS,COPELATUS,ARTHROPODA,INSECTA,COLEOPTERA,DYTISCIDAE,COPELATUS,71,59,1980,2019,37,34
COPELATUS CHEVROLATI RENOVATUS,0303,Species,FALSE,COPELATUS CHEVROLATI,COPELATUS,COPELATUS CHEVROLATI,ARTHROPODA,INSECTA,COLEOPTERA,DYTISCIDAE,COPELATUS,108,66,1980,2018,90,18
COPELATUS GLYPHICUS,0302,Species,FALSE,COPELATUS GLYPHICUS,COPELATUS,COPELATUS GLYPHICUS,ARTHROPODA,INSECTA,COLEOPTERA,DYTISCIDAE,COPELATUS,24,22,1983,2020,13,11
COPTOTOMUS,0196,Genus,FALSE,COPTOTOMUS,COPTOTOMUS,COPTOTOMUS,ARTHROPODA,INSECTA,COLEOPTERA,DYTISCIDAE,COPTOTOMUS,47,38,1983,2017,35,12
COPTOTOMUS INTERROGATUS,0833,Species,FALSE,COPTOTOMUS INTERROGATUS,COPTOTOMUS,COPTOTOMUS INTERROGATUS,ARTHROPODA,INSECTA,COLEOPTERA,DYTISCIDAE,COPTOTOMUS,4,4,1984,1985,4,
COPTOTOMUS LONGULUS,0834,Species,FALSE,COPTOTOMUS LONGULUS,COPTOTOMUS,COPTOTOMUS LONGULUS,ARTHROPODA,INSECTA,COLEOPTERA,DYTISCIDAE,COPTOTOMUS,3,3,1982,2016,2,1
CYBISTER,0183,Genus,FALSE,CYBISTER,CYBISTER,CYBISTER,ARTHROPODA,INSECTA,COLEOPTERA,DYTISCIDAE,CYBISTER,4,4,1983,2018,2,2
CYBISTER FIMBRIOLATUS,1442,Species,FALSE,CYBISTER FIMBRIOLATUS,CYBISTER,CYBISTER FIMBRIOLATUS,ARTHROPODA,INSECTA,COLEOPTERA,DYTISCIDAE,CYBISTER,1,1,1994,1994,1,
DESMOPACHRIA,0297,Genus,FALSE,DESMOPACHRIA,DESMOPACHRIA,DESMOPACHRIA,ARTHROPODA,INSECTA,COLEOPTERA,DYTISCIDAE,DESMOPACHRIA,18,17,1986,2016,4,14
ERETES,0432,Genus,FALSE,ERETES,ERETES,ERETES,ARTHROPODA,INSECTA,COLEOPTERA,DYTISCIDAE,ERETES,1,1,2018,2018,,1
HETEROSTERNUTA,0289,Genus,FALSE,HETEROSTERNUTA,HETEROSTERNUTA,HETEROSTERNUTA,ARTHROPODA,INSECTA,COLEOPTERA,DYTISCIDAE,HETEROSTERNUTA,11,11,2007,2016,2,9
HETEROSTERNUTA DIVERSICORNIS,0307,Species,FALSE,HETEROSTERNUTA DIVERSICORNIS,HETEROSTERNUTA,HETEROSTERNUTA DIVERSICORNIS,ARTHROPODA,INSECTA,COLEOPTERA,DYTISCIDAE,HETEROSTERNUTA,235,138,1980,2020,166,69
HETEROSTERNUTA PULCHER,0841,Species,FALSE,HETEROSTERNUTA PULCHER,HETEROSTERNUTA,HETEROSTERNUTA PULCHER,ARTHROPODA,INSECTA,COLEOPTERA,DYTISCIDAE,HETEROSTERNUTA,4,4,2014,2016,3,1
HETEROSTERNUTA WICKHAMI,0305,Species,FALSE,HETEROSTERNUTA WICKHAMI,HETEROSTERNUTA,HETEROSTERNUTA WICKHAMI,ARTHROPODA,INSECTA,COLEOPTERA,DYTISCIDAE,HETEROSTERNUTA,376,188,1980,2020,282,94
HYDROPORUS NIGER,0308,Species,FALSE,HYDROPORUS NIGER,HYDROPORUS,HYDROPORUS NIGER,ARTHROPODA,INSECTA,COLEOPTERA,DYTISCIDAE,HYDROPORUS,15,15,1980,2015,11,4
HYDROPORUS NOTABILIS,0333,Species,FALSE,HYDROPORUS NOTABILIS,HYDROPORUS,HYDROPORUS NOTABILIS,ARTHROPODA,INSECTA,COLEOPTERA,DYTISCIDAE,HYDROPORUS,2,2,2008,2013,1,1
HYDROVATUS,0005,Genus,FALSE,HYDROVATUS,HYDROVATUS,HYDROVATUS,ARTHROPODA,INSECTA,COLEOPTERA,DYTISCIDAE,HYDROVATUS,8,8,1980,2018,6,2
HYDROVATUS PUSTULATUS,0573,Species,FALSE,HYDROVATUS PUSTULATUS,HYDROVATUS,HYDROVATUS PUSTULATUS,ARTHROPODA,INSECTA,COLEOPTERA,DYTISCIDAE,HYDROVATUS,4,4,1980,2009,2,2
HYGROTUS,0683,Genus,FALSE,HYGROTUS,HYGROTUS,HYGROTUS,ARTHROPODA,INSECTA,COLEOPTERA,DYTISCIDAE,HYGROTUS,37,32,1981,2018,28,9
HYGROTUS ACAROIDES,0690,Species,FALSE,HYGROTUS ACAROIDES,HYGROTUS,HYGROTUS ACAROIDES,ARTHROPODA,INSECTA,COLEOPTERA,DYTISCIDAE,HYGROTUS,1,1,1981,1981,1,
ILYBIUS,0577,Genus,FALSE,ILYBIUS,ILYBIUS,ILYBIUS,ARTHROPODA,INSECTA,COLEOPTERA,DYTISCIDAE,ILYBIUS,13,13,1980,2020,3,10
ILYBIUS OBLITUS,0848,Species,FALSE,ILYBIUS OBLITUS,ILYBIUS,ILYBIUS OBLITUS,ARTHROPODA,INSECTA,COLEOPTERA,DYTISCIDAE,ILYBIUS,1,1,1980,1980,1,
LACCODYTES,0006,Genus,FALSE,LACCODYTES,LACCODYTES,LACCODYTES,ARTHROPODA,INSECTA,COLEOPTERA,DYTISCIDAE,LACCODYTES,5,4,2001,2017,1,4
LACCOPHILUS,0007,Genus,FALSE,LACCOPHILUS,LACCOPHILUS,LACCOPHILUS,ARTHROPODA,INSECTA,COLEOPTERA,DYTISCIDAE,LACCOPHILUS,145,120,1980,2016,62,83
LACCOPHILUS FASCIATUS,0187,Species,FALSE,LACCOPHILUS FASCIATUS,LACCOPHILUS,LACCOPHILUS FASCIATUS,ARTHROPODA,INSECTA,COLEOPTERA,DYTISCIDAE,LACCOPHILUS,50,46,2006,2019,22,28
LACCOPHILUS FASCIATUS RUFUS,0310,Species,FALSE,LACCOPHILUS FASCIATUS,LACCOPHILUS,LACCOPHILUS FASCIATUS,ARTHROPODA,INSECTA,COLEOPTERA,DYTISCIDAE,LACCOPHILUS,199,91,1980,2005,199,
LACCOPHILUS FASCIATUS TERMINALIS,0580,Species,FALSE,LACCOPHILUS FASCIATUS,LACCOPHILUS,LACCOPHILUS FASCIATUS,ARTHROPODA,INSECTA,COLEOPTERA,DYTISCIDAE,LACCOPHILUS,90,45,1980,2001,90,
LACCOPHILUS MACULOSUS,1444,Species,FALSE,LACCOPHILUS MACULOSUS,LACCOPHILUS,LACCOPHILUS MACULOSUS,ARTHROPODA,INSECTA,COLEOPTERA,DYTISCIDAE,LACCOPHILUS,277,120,1980,2019,235,42
LACCOPHILUS MACULOSUS MACULOSUS,0309,Species,FALSE,LACCOPHILUS MACULOSUS,LACCOPHILUS,LACCOPHILUS MACULOSUS,ARTHROPODA,INSECTA,COLEOPTERA,DYTISCIDAE,LACCOPHILUS,18,16,1984,2017,18,
LACCOPHILUS PROXIMUS,0461,Species,FALSE,LACCOPHILUS PROXIMUS,LACCOPHILUS,LACCOPHILUS PROXIMUS,ARTHROPODA,INSECTA,COLEOPTERA,DYTISCIDAE,LACCOPHILUS,135,79,1980,2018,113,22
LIODESSUS,0534,Genus,FALSE,LIODESSUS,LIODESSUS,LIODESSUS,ARTHROPODA,INSECTA,COLEOPTERA,DYTISCIDAE,LIODESSUS,81,55,1980,2019,58,23
NEOPORUS,0288,Genus,FALSE,NEOPORUS,NEOPORUS,NEOPORUS,ARTHROPODA,INSECTA,COLEOPTERA,DYTISCIDAE,NEOPORUS,54,51,2008,2017,2,52
NEOPORUS CLYPEALIS,0843,Species,FALSE,NEOPORUS CLYPEALIS,NEOPORUS,NEOPORUS CLYPEALIS,ARTHROPODA,INSECTA,COLEOPTERA,DYTISCIDAE,NEOPORUS,10,10,2014,2018,2,8
NEOPORUS DIMIDIATUS,0306,Species,FALSE,NEOPORUS DIMIDIATUS,NEOPORUS,NEOPORUS DIMIDIATUS,ARTHROPODA,INSECTA,COLEOPTERA,DYTISCIDAE,NEOPORUS,1375,485,1980,2020,957,418
NEOPORUS LECONTEI,0304,Species,FALSE,NEOPORUS LECONTEI,NEOPORUS,NEOPORUS LECONTEI,ARTHROPODA,INSECTA,COLEOPTERA,DYTISCIDAE,NEOPORUS,93,74,1980,2019,71,22
NEOPORUS SHERMANI,0842,Species,FALSE,NEOPORUS SHERMANI,NEOPORUS,NEOPORUS SHERMANI,ARTHROPODA,INSECTA,COLEOPTERA,DYTISCIDAE,NEOPORUS,40,34,1980,2016,13,27
NEOPORUS TENNETUM,0844,Species,FALSE,NEOPORUS TENNETUM,NEOPORUS,NEOPORUS TENNETUM,ARTHROPODA,INSECTA,COLEOPTERA,DYTISCIDAE,NEOPORUS,1,1,2014,2014,1,
NEOPORUS UNDULATUS,0578,Species,FALSE,NEOPORUS UNDULATUS,NEOPORUS,NEOPORUS UNDULATUS,ARTHROPODA,INSECTA,COLEOPTERA,DYTISCIDAE,NEOPORUS,47,44,1980,2019,17,30
NEOPORUS VITTATIPENNIS,0581,Species,FALSE,NEOPORUS VITTATIPENNIS,NEOPORUS,NEOPORUS VITTATIPENNIS,ARTHROPODA,INSECTA,COLEOPTERA,DYTISCIDAE,NEOPORUS,20,19,1980,2017,10,10
OREODYTES,0203,Genus,FALSE,OREODYTES,OREODYTES,OREODYTES,ARTHROPODA,INSECTA,COLEOPTERA,DYTISCIDAE,OREODYTES,5,4,2006,2006,2,3
RHANTUS,1318,Genus,FALSE,RHANTUS,RHANTUS,RHANTUS,ARTHROPODA,INSECTA,COLEOPTERA,DYTISCIDAE,RHANTUS,6,6,2003,2012,1,5
THERMONECTUS,0008,Genus,FALSE,THERMONECTUS,THERMONECTUS,THERMONECTUS,ARTHROPODA,INSECTA,COLEOPTERA,DYTISCIDAE,THERMONECTUS,24,23,1980,2013,18,6
THERMONECTUS NIGROFASCIATUS ORNATICOLLIS,0575,Species,FALSE,THERMONECTUS NIGROFASCIATUS,THERMONECTUS,THERMONECTUS NIGROFASCIATUS,ARTHROPODA,INSECTA,COLEOPTERA,DYTISCIDAE,THERMONECTUS,4,4,1980,2015,3,1
UVARUS,0574,Genus,FALSE,UVARUS,UVARUS,UVARUS,ARTHROPODA,INSECTA,COLEOPTERA,DYTISCIDAE,UVARUS,215,108,1980,2017,191,24
UVARUS LACUSTRIS,0244,Species,FALSE,UVARUS LACUSTRIS,UVARUS,UVARUS LACUSTRIS,ARTHROPODA,INSECTA,COLEOPTERA,DYTISCIDAE,UVARUS,10,10,2008,2018,2,8
ELMIDAE,0208,Family,FALSE,ELMIDAE,ELMIDAE,ELMIDAE,ARTHROPODA,INSECTA,COLEOPTERA,ELMIDAE,,32,28,2006,2020,15,17
ANCYRONYX VARIEGATUS,0694,Species,FALSE,ANCYRONYX VARIEGATUS,ANCYRONYX,ANCYRONYX VARIEGATUS,ARTHROPODA,INSECTA,COLEOPTERA,ELMIDAE,ANCYRONYX,25,5,1981,2018,23,2
DUBIRAPHIA,0010,Genus,FALSE,DUBIRAPHIA,DUBIRAPHIA,DUBIRAPHIA,ARTHROPODA,INSECTA,COLEOPTERA,ELMIDAE,DUBIRAPHIA,651,333,1980,2020,356,295
DUBIRAPHIA BREVIPENNIS,0853,Species,FALSE,DUBIRAPHIA BREVIPENNIS,DUBIRAPHIA,DUBIRAPHIA BREVIPENNIS,ARTHROPODA,INSECTA,COLEOPTERA,ELMIDAE,DUBIRAPHIA,2,2,1993,2006,2,
DUBIRAPHIA MINIMA,0314,Species,FALSE,DUBIRAPHIA MINIMA,DUBIRAPHIA,DUBIRAPHIA MINIMA,ARTHROPODA,INSECTA,COLEOPTERA,ELMIDAE,DUBIRAPHIA,386,99,1980,2015,386,
DUBIRAPHIA VITTATA,0313,Species,FALSE,DUBIRAPHIA VITTATA,DUBIRAPHIA,DUBIRAPHIA VITTATA,ARTHROPODA,INSECTA,COLEOPTERA,ELMIDAE,DUBIRAPHIA,87,53,1980,2017,86,1
HETERELMIS VULNERATA,0699,Species,FALSE,HETERELMIS VULNERATA,HETERELMIS,HETERELMIS VULNERATA,ARTHROPODA,INSECTA,COLEOPTERA,ELMIDAE,HETERELMIS,126,32,1981,2020,106,20
MACRONYCHUS,0567,Genus,FALSE,MACRONYCHUS,MACRONYCHUS,MACRONYCHUS,ARTHROPODA,INSECTA,COLEOPTERA,ELMIDAE,MACRONYCHUS,10,10,1980,2017,1,9
MACRONYCHUS GLABRATUS,0012,Species,FALSE,MACRONYCHUS GLABRATUS,MACRONYCHUS,MACRONYCHUS GLABRATUS,ARTHROPODA,INSECTA,COLEOPTERA,ELMIDAE,MACRONYCHUS,1054,259,1980,2019,839,215
MICROCYLLOEPUS,0560,Genus,FALSE,MICROCYLLOEPUS,MICROCYLLOEPUS,MICROCYLLOEPUS,ARTHROPODA,INSECTA,COLEOPTERA,ELMIDAE,MICROCYLLOEPUS,24,22,1980,2019,3,21
MICROCYLLOEPUS PUSILLUS,0013,Species,FALSE,MICROCYLLOEPUS PUSILLUS,MICROCYLLOEPUS,MICROCYLLOEPUS PUSILLUS,ARTHROPODA,INSECTA,COLEOPTERA,ELMIDAE,MICROCYLLOEPUS,247,85,1980,2020,210,37
STENELMIS,0018,Genus,FALSE,STENELMIS,STENELMIS,STENELMIS,ARTHROPODA,INSECTA,COLEOPTERA,ELMIDAE,STENELMIS,1397,429,1980,2020,968,429
STENELMIS BEAMERI,0593,Species,FALSE,STENELMIS BEAMERI,STENELMIS,STENELMIS BEAMERI,ARTHROPODA,INSECTA,COLEOPTERA,ELMIDAE,STENELMIS,51,10,1983,2014,49,2
STENELMIS BICARINATA,0015,Species,FALSE,STENELMIS BICARINATA,STENELMIS,STENELMIS BICARINATA,ARTHROPODA,INSECTA,COLEOPTERA,ELMIDAE,STENELMIS,776,127,1980,2020,736,40
STENELMIS CRENATA,0016,Species,FALSE,STENELMIS CRENATA,STENELMIS,STENELMIS CRENATA,ARTHROPODA,INSECTA,COLEOPTERA,ELMIDAE,STENELMIS,321,125,1980,2020,266,55
STENELMIS DECORATA,0316,Species,FALSE,STENELMIS DECORATA,STENELMIS,STENELMIS DECORATA,ARTHROPODA,INSECTA,COLEOPTERA,ELMIDAE,STENELMIS,610,142,1983,2020,553,57
STENELMIS EXIGUA,0859,Species,FALSE,STENELMIS EXIGUA,STENELMIS,STENELMIS EXIGUA,ARTHROPODA,INSECTA,COLEOPTERA,ELMIDAE,STENELMIS,13,11,1991,2010,5,8
STENELMIS LATERALIS,0860,Species,FALSE,STENELMIS LATERALIS,STENELMIS,STENELMIS LATERALIS,ARTHROPODA,INSECTA,COLEOPTERA,ELMIDAE,STENELMIS,13,8,1993,2014,12,1
STENELMIS SANDERSONI,0332,Species,FALSE,STENELMIS SANDERSONI,STENELMIS,STENELMIS SANDERSONI,ARTHROPODA,INSECTA,COLEOPTERA,ELMIDAE,STENELMIS,1,1,2006,2006,,1
STENELMIS SEXLINEATA,0017,Species,FALSE,STENELMIS SEXLINEATA,STENELMIS,STENELMIS SEXLINEATA,ARTHROPODA,INSECTA,COLEOPTERA,ELMIDAE,STENELMIS,780,190,1980,2020,687,93
STENELMIS VITTIPENNIS,0315,Species,FALSE,STENELMIS VITTIPENNIS,STENELMIS,STENELMIS VITTIPENNIS,ARTHROPODA,INSECTA,COLEOPTERA,ELMIDAE,STENELMIS,1223,210,1980,2020,1099,124
GYRINIDAE,0324,Family,FALSE,GYRINIDAE,GYRINIDAE,GYRINIDAE,ARTHROPODA,INSECTA,COLEOPTERA,GYRINIDAE,,11,11,2008,2019,5,6
